URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://twomenandatruck.ca/packing-services,0.36,55,176,0,40,5,0,4,0,163,9,0,9,0,-140
https://twomenandatruck.ca/movers/on/barrie-central-ontario?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.35,7,171,0,4,0,3,0,0,154,0,17,0,0,-62
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.34,7,167,0,7,0,0,0,0,167,0,0,0,0,-74
https://twomenandatruck.ca/movers/on/brantford,0.33,26,164,0,10,0,2,0,0,124,0,40,0,0,34
https://twomenandatruck.ca/movers/on/newmarket-aurora,0.33,43,162,0,24,1,1,0,0,161,1,0,0,0,-1
https://twomenandatruck.ca/movers/on/kingston,0.33,62,162,0,17,1,5,1,0,118,0,40,4,0,-58
https://twomenandatruck.ca/blog/here-are-12-tips-your-winter-move,0.31,14,154,0,0,13,0,0,0,0,154,0,0,0,-12
https://careers.twomenandatruck.ca/,0.3,4,147,0,3,0,1,0,0,146,0,72,0,0,-4
https://twomenandatruck.ca/moving-services/we-move-pianos,0.29,71,142,0,21,9,0,6,0,78,29,0,35,0,-95
https://twomenandatruck.ca/movers/sk/regina?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.24,15,118,0,6,0,8,4,0,72,0,40,22,0,-115
https://twomenandatruck.ca/movers/on/east-toronto-scarborough-markham-pickering?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.22,5,111,0,5,0,0,0,0,111,0,0,0,0,-50
https://twomenandatruck.ca/movers/on/richmond-hill-thornhill,0.2,31,101,0,21,0,0,0,0,101,0,0,0,0,17
https://twomenandatruck.ca/moving-services,0.18,40,88,0,3,4,10,4,0,1,3,84,5,0,42
https://twomenandatruck.ca/moving-reviews,0.16,19,82,0,5,1,4,1,0,71,13,11,0,0,1
https://twomenandatruck.ca/moving-services/value-flex-long-distance-moving,0.14,78,69,0,20,14,1,0,0,40,38,0,0,0,15
https://twomenandatruck.ca/movers/on/peterborough,0.12,56,63,0,8,0,4,4,0,63,0,0,0,0,-44
https://twomenandatruck.ca/home-moving-checklist,0.1,38,53,0,2,14,0,0,0,18,46,0,0,0,-19
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/junk,0.09,23,45,0,6,4,2,4,0,45,0,0,0,0,-6
https://twomenandatruck.ca/blog/here-are-few-winter-moving-tips-keep-mind,0.08,11,39,0,0,5,0,0,0,0,39,0,0,0,38
https://twomenandatruck.ca/movers/on/stcatharines-niagara/team,0.06,13,33,0,1,0,1,0,0,0,0,33,0,0,33
https://twomenandatruck.ca/junk-removal-services,0.06,8,33,0,5,0,0,0,0,33,0,0,0,0,17
https://twomenandatruck.ca/movers/sk,0.06,14,32,0,4,0,0,0,0,32,0,0,0,0,8
https://twomenandatruck.ca/movers/on/brantford?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.06,3,32,0,2,0,1,0,0,31,0,1,0,0,-7
https://twomenandatruck.ca/movers/on/windsor-sarnia?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.05,2,28,0,2,0,0,0,0,28,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/junk,0.05,59,25,0,12,4,0,4,0,16,4,0,6,0,3
https://twomenandatruck.ca/movers/sk/saskatoon/junk,0.04,52,20,0,11,0,2,4,0,19,0,0,0,0,-70
https://twomenandatruck.ca/movers/on/orangeville?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.03,4,19,0,4,0,0,0,0,19,0,0,0,0,-20
https://twomenandatruck.ca/movers/on/newmarket-aurora/junk,0.03,10,17,0,2,1,1,0,0,14,3,0,0,0,5
https://twomenandatruck.ca/movers/ab/calgary?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.03,2,16,0,0,0,2,0,0,0,0,16,0,0,-22
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews,0.02,18,14,0,5,3,0,1,0,13,14,0,1,0,14
https://twomenandatruck.ca/movers/on/ottawa/reviews,0.02,23,14,0,6,0,0,0,0,14,0,0,0,0,-5
https://twomenandatruck.ca/movers/ns/cape-breton?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.02,2,13,0,2,0,0,0,0,13,0,0,0,0,-9
https://careers.twomenandatruck.ca/jobs,0.02,2,13,0,2,0,0,0,0,13,0,0,0,0,13
https://twomenandatruck.ca/movers/sk/regina/team,0.02,14,12,0,1,0,1,0,0,0,0,12,0,0,12
https://twomenandatruck.ca/blog/your-guide-moving-your-belongings-storage,0.02,7,12,0,3,1,0,0,0,1,11,0,0,0,0
https://twomenandatruck.ca/movers/sk/saskatoon/supplies,0.02,17,10,0,4,0,0,1,0,10,0,0,0,0,0
https://twomenandatruck.ca/movers/on/toronto-beaches,0.02,53,10,0,8,1,3,2,0,9,1,0,0,0,4
https://twomenandatruck.ca/blog/moving-long-distance-here-are-7-tips-consider,0.01,8,9,0,0,5,0,0,0,0,9,0,0,0,1
https://twomenandatruck.ca/moving-pets,0.01,3,9,0,1,2,0,0,0,0,9,0,0,0,-17
https://twomenandatruck.ca/movers/on/kingston/team,0.01,19,9,0,4,0,0,0,0,9,0,0,0,0,9
https://twomenandatruck.ca/movers/on/peterborough?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.01,1,9,0,1,0,0,0,0,9,0,0,0,0,4
https://twomenandatruck.ca/movers/on/london?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.01,3,9,0,0,0,3,0,0,0,0,9,0,0,9
https://twomenandatruck.ca/movers/on/hamilton-halton?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.01,4,8,0,0,1,3,1,0,0,2,6,2,0,-68
https://twomenandatruck.ca/movers/mb/winnipeg/supplies,0.01,24,8,0,1,0,0,1,0,8,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket-aurora/reviews,0.01,17,7,0,2,0,0,0,0,7,0,0,0,0,7
https://twomenandatruck.ca/moving-services/expedited-long-distance-movers,0.01,41,7,0,2,2,1,1,0,0,6,0,0,0,1
https://twomenandatruck.ca/movers/on/toronto-beaches?utm_source=google&utm_medium=organic&utm_campaign=gmb,0.01,2,7,0,1,0,1,0,0,3,0,4,0,0,0
https://twomenandatruck.ca/movers/ns/cape-breton,0.01,12,6,0,3,0,1,0,0,6,0,0,0,0,2
https://twomenandatruck.ca/movers/on/barrie-central-ontario/team,0.01,2,5,0,0,0,1,0,0,0,0,5,0,0,5
https://twomenandatruck.ca/movers/on/guelph,0.01,3,5,0,2,0,0,0,0,5,0,0,0,0,5
https://careers.twomenandatruck.ca/jobs/on/kitchener-cambridge-waterloo/mover,0,7,4,0,2,0,0,0,0,4,0,0,0,0,3
https://twomenandatruck.ca/movers/sk/saskatoon/team,0,14,4,0,0,0,1,0,0,0,0,4,0,0,4
https://twomenandatruck.ca/blog/few-tips-consider-when-moving-condo,0,3,4,0,0,1,0,0,0,0,4,0,0,0,0
https://movingblog.twomenandatruck.ca/a-list-of-junk-items-we-cannot-take/,0,2,3,0,1,0,1,0,0,3,0,0,0,0,3
https://movingblog.twomenandatruck.ca/choosing-the-right-moving-boxes-and-packing-supplies/,0,2,3,0,2,1,0,0,0,3,2,0,0,0,3
https://twomenandatruck.ca/moving-reviews?bvrrp=Main_Site-en_US/reviews/product/18/3000.htm&bvstate=pg%3A3/ct%3Ar&page=692,0,4,3,0,2,1,0,0,0,3,0,0,0,0,3
https://twomenandatruck.ca/movers/ab/edmonton/reviews,0,13,3,0,3,0,0,0,0,3,0,0,0,0,2
https://careers.twomenandatruck.ca/jobs/saskatoon,0,5,3,0,1,0,1,1,0,3,0,0,0,0,3
https://movingblog.twomenandatruck.ca/how-and-why-to-book-your-service-elevator-for-your-move/,0,3,2,0,0,3,0,0,0,0,2,0,0,0,1
https://careers.twomenandatruck.ca/jobs/mover-0,0,5,2,0,3,0,0,0,0,2,0,0,0,0,-6
https://twomenandatruck.ca/movers/ns/halifax/supplies,0,36,2,0,1,0,2,2,0,2,0,0,0,0,-5
https://twomenandatruck.ca/movers/on/barrie-central-ontario/reviews,0,18,2,0,1,0,0,0,0,1,0,0,0,0,1
https://twomenandatruck.ca/movers/ab/calgary/reviews,0,18,2,0,2,0,1,1,0,2,0,0,0,0,-4
https://twomenandatruck.ca/movers/on/oshawa/team,0,9,2,0,1,0,1,0,0,0,0,2,0,0,2
https://twomenandatruck.ca/movers-for-moms,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/scarborough,0,13,2,0,2,0,0,0,0,2,0,0,0,0,2
https://twomenandatruck.ca/moving-tips,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1
https://twomenandatruck.ca/movers/on/stcatharines-niagara/supplies,0,8,1,0,0,1,0,1,0,0,1,0,1,0,1
https://twomenandatruck.ca/movers/on/london/team,0,21,1,0,1,0,0,0,0,1,0,0,0,0,1
https://twomenandatruck.ca/movers/ab/calgary/team,0,7,1,0,0,0,1,1,0,0,0,1,1,0,1
https://twomenandatruck.ca/movers/on/brampton/reviews,0,7,1,0,3,1,0,0,0,1,1,0,0,0,1
https://twomenandatruck.ca/movers/ab/edmonton/supplies,0,14,1,0,2,1,0,0,0,0,1,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/london/drivers-laborers,0,7,1,0,3,0,0,0,0,1,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kingston?utm_source=google&utm_medium=organic&utm_campaign=gmb,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
https://twomenandatruck.ca/blog/list-junk-removal-items-we-cant-take,0,3,1,0,1,0,2,0,0,0,0,1,0,0,1
https://twomenandatruck.ca/brand-d8-master/us/documents/BC_Regulations%20Conditions%20of%20Carriage_0.pdf,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0
https://twomenandatruck.ca/tips-moving-kids,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0
https://twomenandatruck.ca/office-moving-checklist,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0
https://twomenandatruck.ca/movers/on/barrie-central-ontario/community,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
https://twomenandatruck.ca/blog/your-ultimate-moving-checklist-guide,0,5,1,0,0,1,0,0,0,0,1,0,0,0,0
https://twomenandatruck.ca/movers/sk/saskatoon/community,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/stcatharines-niagara/reviews?page=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/toronto-beaches/team,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/node/26800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/the-right-moving-boxes-and-packing-supplies/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/sk/saskatoon/reviews,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/barrie-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/10-corporate-packing-tips,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/etobicoke/reviews?page=1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/oshawa/reviews?bvrrp=Main_Site-en_US/reviews/product/2/3005.htm&bvstate=pg%3A4/ct%3Ar&page=1&text=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/oshawa/reviews,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/ab/edmonton/reviews?text=&page=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/corporate-contact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/north-york/reviews?text=&page=7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/newmarket-aurora/storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/reviews?bvstate=pg%3A3/ct%3Ar&page=17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/ottawa/supplies,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/bc,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/tips-for-an-efficient-painless-move/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews?page=6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/celebrating-canada-day-20-years-moving-dreams-across-great-white-north,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kingston/community,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/packing-move-breaking-down-process,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/windsor-sarnia/community,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/ab/calgary/driver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/london/supplies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/hamilton-halton/reviews,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/sk/regina/reviews?page=2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/mb/winnipeg/community,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-stephen-oshawapeterborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/ab/edmonton/mover,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews?bvrrp=Main_Site-en_US/reviews/product/5/3021.htm&bvstate=pg%3A14/ct%3Ar&page=50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/junk-removal-haul-away-terms-and-conditions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/community,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/hamilton,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/stcatharines-niagara/reviews?bvstate=pg%3A24/ct%3Ar&page=40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/london,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-sylvester-frugal-from-barrie-central-on/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/reviews?bvstate=pg%3A4/ct%3Ar&page=30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/stcatharines-niagara,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/toronto-beaches/driver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/saskatoon/driver,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket-aurora/reviews?bvstate=pg%3A7/ct%3Ar&page=90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/etobicoke/team,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/brampton/team,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ns/cape-breton/team,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/oshawa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/oshawa/reviews?page=1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-dan-faye-from-london-on/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/reviews?bvrrp=Main_Site-en_US/reviews/product/2/3008.htm&bvstate=pg%3A8/ct%3Ar&page=38&text=,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/barrie-central-ontario/driver,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/oshawa/reviews?bvstate=pg%3A9/ct%3Ar&page=59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/ottawa/reviews?bvstate=pg%3A8/ct%3Ar&page=38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket-aurora/storage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/kitchener-cambridge-waterloo/reviews?page=1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/hamilton-halton/team,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
https://twomenandatruck.ca/selecting-moving-company,0,14,0,0,2,1,2,1,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/north-york/supplies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/sk/saskatoon/reviews?page=1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/newmarket-aurora/supplies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/high-five-friday-rob-hoad-from-niagara-and-st-catharines/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/5-easy-moving-tips-hacks/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/mb/winnipeg%3F,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/londonps%3A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/are-you-moving-long-distance-soon-here-are-7-tips-you-need-consider,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/mb/winnipeg/reviews?page=4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/peterboroughutm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/hamilton-halton/reviews?bvstate=pg%3A17/ct%3Ar&page=63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/franchise-startup-info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/storage-franchise-opportunities,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/reviews?page=6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/mb/winnipeg/reviews?bvrrp=Main_Site-en_US/reviews/product/2/3029.htm&page=17&text=,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/midtown-downtown-toronto/community,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/ns/halifax/mover,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/mb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://franchise.twomenandatruck.ca/franchise-business-review-rankings,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-friday-amritpal-singh-halifaxnova-scotia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/high-five-adarshpal-singh-halifax-ns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/jobs/on/ottawa,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/on/toronto-beaches/reviews?bvstate=pg%3A9/ct%3Ar&page=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/blog/business-moving-tips-employees,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/storage,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/mb/winnipeg/reviews,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/calgary/reviews?bvstate=pg%3A7/ct%3Ar&page=9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
https://twomenandatruck.ca/es/movers/ab/edmonton/reviews?page=1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/ab/edmonton/team,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0
https://careers.twomenandatruck.ca/es/jobs/on/stcatharines-niagara/driver,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/etobicoke/reviews,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/brantford/reviews,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/mb/winnipeg/team,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://movingblog.twomenandatruck.ca/a-few-easy-steps-when-moving-into-a-home/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twomenandatruck.ca/movers/on/east-toronto-scarborough-markham-pickering/reviews,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
